주택관리번호,공고번호,모델번호,주택형,주택공급면적,일반공급세대수,특별공급세대수,특별공급_다자녀가구세대수,특별공급_신혼부부세대수,특별공급_생애최초세대수,특별공급_노부모부양세대수,특별공급_기관추천세대수,특별공급_기관추천기타세대수,특별공급_이전기관세대수,공급금액_분양최고금액
"2025820017","2025820017","01","055.0000 ","80.4047","0","164",0,0,0,0,0,0,0,"46134"
"2025820015","2025820015","01","055.0000O","84.1172","0","153",0,0,0,0,0,0,0,"38688"
"2025820015","2025820015","02","056.0000O","85.5745","0","59",0,0,0,0,0,0,0,"39358"
"2025820014","2025820014","01","046.0000O","66.4917","0","40",0,0,0,0,0,0,0,"60585"
"2025820014","2025820014","02","055.0000O","79.5513","0","104",0,0,0,0,0,0,0,"72268"
"2025820013","2025820013","01","046.0000O","67.0000","0","38",0,0,0,0,0,0,0,"35276"
"2025820013","2025820013","02","055.0000O","80.0000","0","155",0,0,0,0,0,0,0,"42363"
"2025820012","2025820012","01","046.0000O","68.4098","0","137",0,0,0,0,0,0,0,"41504"
"2025820012","2025820012","02","055.0000O","81.5263","0","324",0,0,0,0,0,0,0,"49636"
"2025820011","2025820011","01","055.0000O","78.4514","0","106",0,0,0,0,0,0,0,"38446"
"2025820010","2025820010","01","059.9500A","83.5178","0","3",0,0,0,0,0,0,0,"61340"
"2025820009","2025820009","01","055.9700B","82.4825","0","1",0,0,0,0,0,0,0,"693790"
"2025820008","2025820008","01","055.9900A","81.0320","0","2",0,0,0,0,0,0,0,"76999"
"2025820007","2025820007","01","055.8200C","79.3384","0","1",0,0,0,0,0,0,0,"43236"
"2025820006","2025820006","01","055.0000S","82.8838","0","77",0,0,0,0,0,0,0,"461940"
"2025820004","2025820004","01","055.0000O","81.5913","0","111",0,0,0,0,0,0,0,"46018"
"2025820003","2025820003","01","046.0000 ","67.6475","0","99",0,0,0,0,0,0,0,"42643"
"2025820003","2025820003","02","055.0000 ","80.5348","0","123",0,0,0,0,0,0,0,"50766"
"2025820002","2025820002","01","046.0000 ","66.8935","0","86",0,0,0,0,0,0,0,"42526"
"2025820002","2025820002","02","055.0000 ","79.6372","0","224",0,0,0,0,0,0,0,"50627"
"2025820001","2025820001","01","055.0000O","80.6409","0","186",0,0,0,0,0,0,0,"55375"
"2025000604","2025000604","01","074.0000O","99.4653","5","20",3,3,4,1,4,0,0,"56871"
"2025000604","2025000604","02","084.0000O","112.6831","17","46",6,6,9,3,9,0,0,"64411"
"2025000596","2025000596","01","055.0000A","80.4867","33","99",13,13,20,7,20,0,0,"30711"
"2025000596","2025000596","02","055.9700B","80.5011","41","123",17,16,24,8,25,0,0,"30705"
"2025000596","2025000596","03","059.0000A","86.2399","75","224",30,30,45,14,46,0,0,"32900"
"2025000596","2025000596","04","059.9700B","86.2543","33","98",13,14,19,7,19,0,0,"32900"
"2025000596","2025000596","05","059.9800C","86.2686","8","23",3,3,5,2,3,0,0,"32905"
"2025000592","2025000592","01","084.0626A","105.2878","68","0",0,0,0,0,0,0,0,"86400"
"2025000592","2025000592","02","084.0501B","105.9843","14","0",0,0,0,0,0,0,0,"86300"
"2025000592","2025000592","03","084.0654C","106.5475","14","0",0,0,0,0,0,0,0,"84600"
"2025000590","2025000590","01","084.9606A","110.1763","46","43",8,17,8,2,8,0,0,"36083"
"2025000590","2025000590","02","084.9094B","111.0785","18","17",3,7,3,1,3,0,0,"36381"
"2025000590","2025000590","03","084.9261C","110.0186","9","5",1,2,1,0,1,0,0,"36032"
"2025000590","2025000590","04","146.9988 ","192.7668","2","0",0,0,0,0,0,0,0,"67350"
"2025000585","2025000585","01","084.9955A","111.6286","25","39",6,14,12,1,6,0,0,"55810"
"2025000585","2025000585","02","084.9697B","111.2341","59","100",15,36,30,4,15,0,0,"56590"
"2025000585","2025000585","03","084.9692C","111.1767","24","38",6,14,11,1,6,0,0,"56190"
"2025000585","2025000585","04","084.9328D","111.7643","20","33",5,12,10,1,5,0,0,"54290"
"2025000585","2025000585","05","097.9655 ","124.9052","70","9",7,0,0,2,0,0,0,"61680"
"2025000585","2025000585","06","097.9655P","124.9052","66","9",7,0,0,2,0,0,0,"64280"
"2025000583","2025000583","01","084.8366A","113.7300","9","0",0,0,0,0,0,0,0,"56200"
"2025000583","2025000583","02","084.8479B","114.3900","5","0",0,0,0,0,0,0,0,"56800"
"2025000583","2025000583","03","084.8344C","114.0900","4","0",0,0,0,0,0,0,0,"54700"
"2025000583","2025000583","04","084.9416D","113.8100","4","0",0,0,0,0,0,0,0,"54200"
"2025000583","2025000583","05","084.6915E","113.9800","4","0",0,0,0,0,0,0,0,"53900"
"2025000583","2025000583","06","084.8216F","108.9300","6","0",0,0,0,0,0,0,0,"54700"
"2025000583","2025000583","07","084.6962G","108.8500","6","0",0,0,0,0,0,0,0,"53800"
"2025000583","2025000583","08","084.5826H","108.8000","6","0",0,0,0,0,0,0,0,"53200"
"2025000583","2025000583","09","084.7298I","107.4200","12","0",0,0,0,0,0,0,0,"56200"
"2025000583","2025000583","10","084.4616J","107.3900","6","0",0,0,0,0,0,0,0,"56200"
"2025000583","2025000583","11","084.7112K","107.7700","6","0",0,0,0,0,0,0,0,"56800"
"2025000583","2025000583","12","084.7112L","107.7900","10","0",0,0,0,0,0,0,0,"56800"
"2025000583","2025000583","13","084.6947M","107.7900","5","0",0,0,0,0,0,0,0,"56700"
"2025000583","2025000583","14","084.8366N","110.2800","6","0",0,0,0,0,0,0,0,"56800"
"2025000583","2025000583","15","084.7112O","110.2500","6","0",0,0,0,0,0,0,0,"56800"
"2025000583","2025000583","16","084.8385P","110.3900","6","0",0,0,0,0,0,0,0,"56800"
"2025000583","2025000583","17","084.8398Q","110.5800","6","0",0,0,0,0,0,0,0,"56500"
"2025000583","2025000583","18","084.2435R","109.5800","6","0",0,0,0,0,0,0,0,"56800"
"2025000580","2025000580","01","059.9836 ","81.5098","25","37",9,14,6,2,6,0,0,"52400"
"2025000580","2025000580","02","084.9688A","114.4677","23","36",9,14,5,2,6,0,0,"69700"
"2025000580","2025000580","03","084.8414B","113.8117","22","35",9,13,5,2,6,0,0,"69700"
"2025000580","2025000580","04","084.8705C","113.8173","13","19",5,7,3,1,3,0,0,"68700"
"2025000579","2025000579","01","084.9279A","110.9233","73","112",28,42,17,6,19,0,0,"69200"
"2025000579","2025000579","02","084.8705B","111.0131","15","23",6,9,3,1,4,0,0,"69200"
"2025000579","2025000579","03","084.8152C","110.8330","11","13",3,5,2,1,2,0,0,"69200"
"2025000579","2025000579","04","102.9967A","134.5268","16","3",3,0,0,0,0,0,0,"83700"
"2025000579","2025000579","05","102.9605B","134.5213","37","7",6,0,0,1,0,0,0,"83700"
"2025000575","2025000575","01","084.7588A","111.9103","331","399",73,167,65,21,73,0,0,"49790"
"2025000575","2025000575","02","084.8689B","112.1823","118","139",25,59,23,7,25,0,0,"48850"
"2025000575","2025000575","03","084.8214C","112.8877","99","116",21,49,19,6,21,0,0,"48760"
"2025000573","2025000573","01","066.9500 ","88.5046","86","111",20,46,19,6,20,0,0,"54000"
"2025000573","2025000573","02","066.9695 ","88.9774","50","68",12,28,12,4,12,0,0,"54300"
"2025000573","2025000573","03","084.9582 ","111.1135","93","119",21,50,20,6,22,0,0,"67800"
"2025000573","2025000573","04","084.7529 ","112.1308","26","37",6,16,6,2,7,0,0,"68500"
"2025000573","2025000573","05","104.7405 ","140.0800","9","1",1,0,0,0,0,0,0,"97400"
"2025000573","2025000573","06","104.9590 ","140.8241","3","0",0,0,0,0,0,0,0,"97900"
"2025000573","2025000573","07","127.4605 ","169.1577","6","1",1,0,0,0,0,0,0,"117600"
"2025000573","2025000573","08","127.7132 ","171.1277","2","0",0,0,0,0,0,0,0,"119000"
"2025000567","2025000567","01","059.9900 ","77.7500","8","6",0,4,2,0,0,0,0,"51000"
"2025000567","2025000567","02","063.9100 ","82.5900","6","10",2,4,3,1,0,0,0,"53600"
"2025000567","2025000567","03","084.9500 ","109.1200","3","3",2,1,0,0,0,0,0,"69300"
"2025000567","2025000567","04","108.6900 ","141.6500","1","0",0,0,0,0,0,0,0,"99900"
"2025000565","2025000565","01","084.8114 ","107.5636","76","133",20,48,39,6,20,0,0,"38460"
"2025000565","2025000565","02","112.3732 ","142.1034","49","6",5,0,0,1,0,0,0,"51011"
"2025000564","2025000564","01","084.9955A","112.7906","145","269",41,95,79,13,41,0,0,"45840"
"2025000564","2025000564","02","084.9695B","113.2141","50","92",14,33,27,4,14,0,0,"45840"
"2025000563","2025000563","01","059.9552A","81.5042","25","9",0,4,3,0,2,0,0,"46100"
"2025000563","2025000563","02","059.9832B","82.4052","8","21",0,10,8,0,3,0,0,"45200"
"2025000563","2025000563","03","074.8763A","101.0989","29","18",0,8,6,0,4,0,0,"57200"
"2025000563","2025000563","04","080.1280A","108.5236","16","10",2,3,3,0,2,0,0,"60500"
"2025000563","2025000563","05","080.2425B","107.5436","4","30",7,10,8,1,4,0,0,"59600"
"2025000563","2025000563","06","084.8262A","114.0849","44","44",5,15,13,2,9,0,0,"65500"
"2025000563","2025000563","07","084.0000B","114.6366","12","91",20,31,25,5,10,0,0,"62800"
"2025000563","2025000563","08","084.8060C","114.0611","25","23",2,8,7,1,5,0,0,"64200"
"2025000563","2025000563","09","084.0000D","116.3534","7","6",1,2,2,0,1,0,0,"62800"
"2025000563","2025000563","10","084.8616T","116.1589","2","0",0,0,0,0,0,0,0,"66750"
"2025000560","2025000560","01","059.9801 ","83.3375","73","84",15,36,14,4,15,0,0,"47770"
"2025000560","2025000560","02","075.9096 ","103.1348","71","82",15,35,13,4,15,0,0,"59980"
"2025000560","2025000560","03","084.9771A","114.8830","258","311",56,130,51,18,56,0,0,"67080"
"2025000560","2025000560","04","084.9966B","114.8490","114","137",25,57,22,8,25,0,0,"64090"
"2025000560","2025000560","05","084.8478C","114.9252","38","44",8,18,7,3,8,0,0,"63140"
"2025000560","2025000560","06","101.9556 ","136.5624","80","12",9,0,0,3,0,0,0,"79440"
"2025000560","2025000560","07","110.7134 ","149.1861","37","5",4,0,0,1,0,0,0,"87640"
"2025000560","2025000560","08","136.0030P","188.0943","3","0",0,0,0,0,0,0,0,"133750"
"2025000558","2025000558","01","084.9890A","109.4722","8","6",1,3,1,0,1,0,0,"45550"
"2025000558","2025000558","02","084.9740B","110.4235","9","11",2,4,2,1,2,0,0,"46050"
"2025000558","2025000558","03","084.9880C","109.7894","3","0",0,0,0,0,0,0,0,"46250"
"2025000558","2025000558","04","105.2817 ","134.2545","2","0",0,0,0,0,0,0,0,"57850"
"2025000558","2025000558","05","114.8419 ","147.4613","8","1",1,0,0,0,0,0,0,"62000"
"2025000556","2025000556","01","039.9900A","57.1200","14","10",0,5,2,0,3,0,0,"61020"
"2025000556","2025000556","02","039.6400B","55.8100","3","4",0,2,1,0,1,0,0,"56440"
"2025000556","2025000556","03","051.8300 ","76.8200","57","46",0,24,9,3,10,0,0,"97640"
"2025000556","2025000556","04","059.8300A","82.7600","176","231",48,93,37,12,41,0,0,"116940"
"2025000556","2025000556","05","059.9200B","83.5700","9","17",5,6,2,1,3,0,0,"112260"
"2025000556","2025000556","06","059.9600C","82.7000","26","35",8,14,5,2,6,0,0,"113240"
"2025000556","2025000556","07","074.9700C","97.2700","4","3",1,1,1,0,0,0,0,"135300"
"2025000556","2025000556","08","074.9800D","97.9300","6","9",2,4,1,1,1,0,0,"138610"
"2025000556","2025000556","09","084.9900D","110.5400","1","1",1,0,0,0,0,0,0,"164100"
"2025000555","2025000555","01","059.9941A","85.8022","91","170",26,60,50,8,26,0,0,"55830"
"2025000555","2025000555","02","059.9976B","85.5000","21","39",6,14,11,2,6,0,0,"55720"
"2025000555","2025000555","03","084.9939 ","112.2346","264","486",75,172,142,22,75,0,0,"70650"
"2025000551","2025000551","01","084.4035A","119.8715","86","82",25,22,15,5,15,0,0,"74335"
"2025000551","2025000551","02","084.4035B","119.8715","41","41",13,11,7,3,7,0,0,"73610"
"2025000551","2025000551","03","084.9324C","121.8764","18","23",6,5,4,1,7,0,0,"71891"
"2025000550","2025000550","01","059.9800C","75.7387","8","12",2,5,2,1,2,0,0,"52030"
"2025000550","2025000550","02","059.9200C","74.8273","5","6",2,2,1,0,1,0,0,"50420"
"2025000550","2025000550","03","059.9600C","74.8849","27","25",4,12,3,2,4,0,0,"50300"
"2025000550","2025000550","04","072.2300B","90.6308","5","2",0,1,1,0,0,0,0,"62150"
"2025000550","2025000550","05","074.8600B","93.5115","4","4",2,1,1,0,0,0,0,"62510"
"2025000549","2025000549","01","046.9755 ","64.5256","63","50",0,26,10,3,11,0,0,"49640"
"2025000549","2025000549","02","051.6612 ","71.5288","46","55",10,23,9,3,10,0,0,"61740"
"2025000549","2025000549","03","059.7982A","83.0317","185","234",48,96,37,12,41,0,0,"79460"
"2025000549","2025000549","04","059.7763B","82.8207","67","86",19,35,13,4,15,0,0,"77700"
"2025000549","2025000549","05","074.7931A","102.5909","24","23",4,10,4,1,4,0,0,"91160"
"2025000549","2025000549","06","074.7807B","102.3117","38","39",7,17,6,2,7,0,0,"89270"
"2025000549","2025000549","07","084.7394A","115.5682","15","12",2,6,2,0,2,0,0,"100720"
"2025000549","2025000549","08","084.7665B","115.4386","12","9",2,4,1,0,2,0,0,"99640"
"2025000548","2025000548","01","059.8736A","82.3492","458","0",0,0,0,0,0,0,0,"18855"
"2025000548","2025000548","02","059.9808B","83.4417","93","0",0,0,0,0,0,0,0,"18869"
"2025000548","2025000548","03","059.9520C","82.8657","107","0",0,0,0,0,0,0,0,"18779"
"2025000547","2025000547","01","084.9584 ","109.9357","92","178",27,63,52,9,27,0,0,"64977"
"2025000546","2025000546","01","084.9584 ","110.1894","90","170",26,60,50,8,26,0,0,"62157"
"2025000546","2025000546","02","122.0901 ","149.7789","105","17",13,0,0,4,0,0,0,"82499"
"2025000542","2025000542","01","083.1404A","108.6275","142","329",71,108,89,14,47,0,0,"50957"
"2025000542","2025000542","02","083.1679B","108.9878","12","24",6,8,6,1,3,0,0,"50614"
"2025000541","2025000541","01","084.7310A","109.1799","11","12",2,5,2,1,2,0,0,"140600"
"2025000541","2025000541","02","084.8316B","109.2498","31","38",7,16,6,2,7,0,0,"143500"
"2025000541","2025000541","03","084.8634C","110.1596","22","26",5,11,4,1,5,0,0,"140400"
"2025000541","2025000541","04","115.4724 ","148.6886","4","0",0,0,0,0,0,0,0,"199900"
"2025000541","2025000541","05","120.9972A","154.8642","66","9",7,0,0,2,0,0,0,"211800"
"2025000541","2025000541","06","120.1491B","154.6186","28","4",3,0,0,1,0,0,0,"209300"
"2025000541","2025000541","07","136.2908A","174.7152","18","2",2,0,0,0,0,0,0,"238900"
"2025000541","2025000541","08","136.9660B","175.6937","23","3",2,0,0,1,0,0,0,"240100"
"2025000541","2025000541","09","175.3866P","228.1996","2","0",0,0,0,0,0,0,0,"399000"
"2025000537","2025000537","01","084.4484A","111.6991","60","114",17,39,32,5,19,2,0,"124900"
"2025000537","2025000537","02","084.9330B","111.9714","26","48",7,17,14,2,8,0,0,"119900"
"2025000537","2025000537","03","084.6066C","112.4495","24","43",7,15,12,2,7,0,0,"124300"
"2025000535","2025000535","01","078.3408 ","102.2026","1","0",0,0,0,0,0,0,0,"71000"
"2025000532","2025000532","01","084.9968A","110.4742","56","68",12,29,11,4,12,0,0,"56990"
"2025000532","2025000532","02","084.9578B","111.3339","5","10",2,4,2,0,2,0,0,"55200"
"2025000532","2025000532","03","084.9807C","110.7129","13","12",2,6,2,0,2,0,0,"55990"
"2025000532","2025000532","04","084.7759D","110.2161","36","44",8,18,7,3,8,0,0,"56290"
"2025000530","2025000530","01","084.8800A","110.6400","18","0",0,0,0,0,0,0,0,"51700"
"2025000530","2025000530","02","084.9600B","110.6700","2","0",0,0,0,0,0,0,0,"50700"
"2025000530","2025000530","03","084.9700C","110.9000","14","0",0,0,0,0,0,0,0,"52530"
"2025000529","2025000529","01","059.9616 ","83.5187","98","185",28,65,54,9,29,0,0,"39700"
"2025000529","2025000529","02","084.9945A","114.7103","97","182",28,64,53,8,29,0,0,"56200"
"2025000529","2025000529","03","084.9948B","116.6220","166","302",47,108,89,14,44,0,0,"56600"
"2025000529","2025000529","04","084.9987C","115.0566","68","124",19,44,36,6,19,0,0,"56400"
"2025000529","2025000529","05","106.9995 ","144.1380","329","49",38,0,0,11,0,0,0,"71110"
"2025000527","2025000527","01","059.9400A","78.2624","103","120",22,50,20,7,21,0,0,"208800"
"2025000527","2025000527","02","059.9800B","79.4706","58","71",14,28,12,4,13,0,0,"213100"
"2025000527","2025000527","03","059.8500C","78.3139","13","13",0,8,2,1,2,0,0,"200600"
"2025000527","2025000527","04","059.9100D","78.4862","34","44",8,19,7,2,8,0,0,"206700"
"2025000527","2025000527","05","084.9100A","110.8474","6","8",2,3,1,0,2,0,0,"268400"
"2025000527","2025000527","06","084.9600B","110.5676","14","15",3,6,2,1,3,0,0,"274900"
"2025000527","2025000527","07","084.9600C","111.1676","2","5",1,2,1,0,1,0,0,"270700"
"2025000526","2025000526","01","064.9409 ","89.5653","9","0",0,0,0,0,0,0,0,"37760"
"2025000526","2025000526","02","074.7351 ","100.8805","4","0",0,0,0,0,0,0,0,"42080"
"2025000526","2025000526","03","084.7942A","114.8633","9","0",0,0,0,0,0,0,0,"48430"
"2025000526","2025000526","04","084.9432B","114.7095","5","0",0,0,0,0,0,0,0,"48370"
"2025000519","2025000519","01","074.6797A","103.3987","22","21",7,5,4,1,4,0,0,"69680"
"2025000519","2025000519","02","084.8830A","119.3374","18","18",6,4,3,1,4,0,0,"79670"
"2025000519","2025000519","03","084.6971B","118.8488","17","17",6,4,3,1,3,0,0,"79340"
"2025000519","2025000519","04","084.9819C","118.5072","24","19",6,4,4,1,4,0,0,"79860"
"2025000519","2025000519","05","084.8666D","117.3636","24","19",6,4,4,1,4,0,0,"79090"
"2025000519","2025000519","06","084.7247E","118.0184","24","19",6,4,4,1,4,0,0,"79530"
"2025000515","2025000515","01","084.5193A","116.3248","13","22",6,7,4,1,4,0,0,"82980"
"2025000515","2025000515","02","084.6071B","117.1655","13","22",6,7,4,1,4,0,0,"83980"
"2025000515","2025000515","03","084.6953C","116.7271","31","22",6,8,3,1,4,0,0,"82480"
"2025000514","2025000514","01","074.0807A","99.0066","206","388",60,138,113,18,59,0,0,"63500"
"2025000514","2025000514","02","074.0362B","99.4476","77","178",25,60,50,7,24,12,0,"63300"
"2025000514","2025000514","03","084.6290A","112.0710","179","411",60,138,113,18,54,28,0,"71000"
"2025000514","2025000514","04","084.9946B","113.4048","40","16",3,6,5,1,1,0,0,"69100"
"2025000514","2025000514","05","084.5088C","111.3131","22","7",1,2,2,1,1,0,0,"71000"
"2025000513","2025000513","01","059.8900A","80.2183","13","36",5,5,7,2,7,0,0,"37550"
"2025000513","2025000513","02","059.9100B","80.2451","63","183",24,25,37,12,36,0,0,"37560"
"2025000513","2025000513","03","059.6800C","79.9370","8","24",2,3,4,2,6,0,0,"37410"
"2025000513","2025000513","04","059.8000D","80.0977","12","38",4,5,8,3,8,0,0,"37490"
"2025000513","2025000513","05","084.6600A","113.3959","57","170",25,22,34,11,33,0,0,"53610"
"2025000513","2025000513","06","084.9700B","113.8111","21","65",10,9,13,4,12,0,0,"53810"
"2025000513","2025000513","07","084.9300C","113.7575","34","103",13,14,21,7,21,0,0,"53780"
"2025000513","2025000513","08","084.8600D","113.6638","14","40",5,5,8,3,8,0,0,"55590"
"2025000512","2025000512","01","084.9936A","110.9017","97","119",22,50,19,6,22,0,0,"47520"
"2025000512","2025000512","02","084.9699B","110.5377","79","94",17,40,16,5,16,0,0,"47160"
"2025000512","2025000512","03","099.9273 ","129.3477","48","8",6,0,0,2,0,0,0,"57290"
"2025000509","2025000509","01","084.9935A","114.8332","143","167",30,71,27,9,30,0,0,"54570"
"2025000509","2025000509","02","084.9964B","115.0370","126","149",27,63,24,8,27,0,0,"54660"
"2025000509","2025000509","03","084.9982C","115.4931","13","13",2,6,3,0,2,0,0,"51910"
"2025000509","2025000509","04","084.9915D","115.9140","282","339",62,142,55,18,62,0,0,"55630"
"2025000508","2025000508","01","033.2050B","47.4487","182","0",0,0,0,0,0,0,0,"5770"
"2025000507","2025000507","01","059.9200A","84.8519","57","167",22,22,34,11,33,0,0,"30763"
"2025000507","2025000507","02","059.9600B","84.9086","40","123",17,17,24,8,25,0,0,"30784"
"2025000506","2025000506","01","046.9700N","64.9200","4","0",0,0,0,0,0,0,0,"55900"
"2025000506","2025000506","02","060.1600H","82.2200","4","0",0,0,0,0,0,0,0,"62000"
"2025000506","2025000506","03","060.8900J","83.4100","4","0",0,0,0,0,0,0,0,"60300"
"2025000506","2025000506","04","061.7100K","84.4600","4","0",0,0,0,0,0,0,0,"63600"
"2025000506","2025000506","05","063.0700P","86.5600","1","0",0,0,0,0,0,0,0,"75700"
"2025000506","2025000506","06","067.0500I","90.3200","4","0",0,0,0,0,0,0,0,"60200"
"2025000506","2025000506","07","067.1100O","90.2400","1","0",0,0,0,0,0,0,0,"73800"
"2025000506","2025000506","08","068.2000L","92.7300","4","0",0,0,0,0,0,0,0,"64000"
"2025000506","2025000506","09","068.2400M","92.7800","4","0",0,0,0,0,0,0,0,"64100"
"2025000506","2025000506","10","068.3800Q","92.8200","1","0",0,0,0,0,0,0,0,"68400"
"2025000506","2025000506","11","069.0400R","93.5000","1","0",0,0,0,0,0,0,0,"75900"
"2025000501","2025000501","01","066.0000 ","92.9704","20","24",4,10,4,1,5,0,0,"197400"
"2025000501","2025000501","02","074.0000 ","103.1692","4","1",0,1,0,0,0,0,0,"231800"
"2025000501","2025000501","03","084.9500 ","118.0367","5","9",2,3,1,1,2,0,0,"268400"
"2025000501","2025000501","04","084.7000 ","117.6893","2","3",1,1,1,0,0,0,0,"267700"
"2025000501","2025000501","05","084.6900 ","117.6754","1","0",0,0,0,0,0,0,0,"256700"
"2025000501","2025000501","06","084.6200 ","117.5782","3","1",0,1,0,0,0,0,0,"250900"
"2025000501","2025000501","07","084.3200 ","117.1613","1","0",0,0,0,0,0,0,0,"250200"
"2025000501","2025000501","08","084.0000 ","117.9672","11","17",3,7,3,1,3,0,0,"253200"
"2025000500","2025000500","01","050.8330A","71.1103","16","0",0,0,0,0,0,0,0,"11615"
"2025000500","2025000500","02","050.5420B","71.1169","2","0",0,0,0,0,0,0,0,"11230"
"2025000500","2025000500","03","050.5530C","71.6115","5","0",0,0,0,0,0,0,0,"11420"
"2025000500","2025000500","04","059.7510A","83.9341","4","0",0,0,0,0,0,0,0,"13270"
"2025000499","2025000499","01","084.9371A","110.3712","110","221",33,76,63,10,33,6,0,"70860"
"2025000499","2025000499","02","084.9284B","110.3797","62","121",18,42,34,5,18,4,0,"68900"
"2025000499","2025000499","03","112.9387A","144.4325","355","53",41,0,0,12,0,0,0,"88760"
"2025000499","2025000499","04","112.8889B","144.0423","24","4",3,0,0,1,0,0,0,"86130"
"2025000499","2025000499","05","186.8963P","243.4426","6","0",0,0,0,0,0,0,0,"165440"
"2025000498","2025000498","01","084.9851A","112.0650","289","104",13,51,13,13,14,0,0,"53338"
"2025000498","2025000498","02","084.9803B","112.4486","82","31",3,14,3,3,8,0,0,"53489"
"2025000498","2025000498","03","098.8709 ","129.9227","193","12",6,0,0,6,0,0,0,"60540"
"2025000498","2025000498","04","110.9923 ","145.0280","69","4",2,0,0,2,0,0,0,"67578"
"2025000498","2025000498","05","128.1583 ","167.5430","43","2",1,0,0,1,0,0,0,"78070"
"2025000489","2025000489","01","074.8400A","101.7551","22","66",9,9,13,4,13,0,0,"37978"
"2025000489","2025000489","02","084.7900A","115.2834","52","155",21,21,31,10,31,0,0,"42999"
"2025000487","2025000487","01","063.8043 ","84.0414","110","133",24,56,22,7,24,0,0,"48520"
"2025000487","2025000487","02","074.9086 ","98.4338","134","160",29,68,26,8,29,0,0,"57450"
"2025000487","2025000487","03","084.5227A","109.7726","582","718",130,299,117,39,130,3,0,"65380"
"2025000487","2025000487","04","084.8855B","111.1943","142","169",31,71,27,9,31,0,0,"66890"
"2025000487","2025000487","05","084.9890C","112.3254","128","158",29,66,26,8,29,0,0,"66260"
"2025000487","2025000487","06","099.3062 ","128.3033","360","55",42,0,0,13,0,0,0,"78760"
"2025000487","2025000487","07","113.6508 ","147.8026","343","51",39,0,0,12,0,0,0,"91660"
"2025000487","2025000487","08","152.5880P","200.6666","1","0",0,0,0,0,0,0,0,"139770"
"2025000487","2025000487","09","171.7503P","224.4802","3","0",0,0,0,0,0,0,0,"156430"
"2025000487","2025000487","10","192.7418P","257.1742","1","0",0,0,0,0,0,0,0,"179200"
"2025000487","2025000487","11","197.1512P","262.4435","2","0",0,0,0,0,0,0,0,"182860"
"2025000486","2025000486","01","084.9197A","108.5060","37","65",10,23,19,3,10,0,0,"43800"
"2025000486","2025000486","02","084.8903B","109.0391","28","52",8,18,15,3,8,0,0,"46300"
"2025000486","2025000486","03","113.8143A","144.8714","98","14",11,0,0,3,0,0,0,"58500"
"2025000486","2025000486","04","113.7967B","145.2014","48","7",5,0,0,2,0,0,0,"61600"
"2025000474","2025000474","01","059.6100A","83.8739","34","104",14,14,21,7,21,0,0,"42542"
"2025000474","2025000474","02","059.7300B","84.0427","19","56",7,7,11,4,12,0,0,"42627"
"2025000474","2025000474","03","059.9300C","84.3241","10","28",4,4,5,2,5,0,0,"42770"
"2025000474","2025000474","04","059.7700D","84.0990","6","20",3,3,4,1,4,0,0,"42656"
"2025000472","2025000472","01","059.9241 ","82.7214","16","7",0,6,1,0,0,0,0,"66580"
"2025000472","2025000472","02","066.6115A","91.7496","6","5",2,2,1,0,0,0,0,"73850"
"2025000472","2025000472","03","066.6793B","93.3775","5","5",2,1,1,1,0,0,0,"75910"
"2025000472","2025000472","04","075.7005 ","104.3906","1","2",0,1,1,0,0,0,0,"78290"
"2025000470","2025000470","01","055.0000O","79.1904","2","2",0,0,1,0,0,0,0,"38724"
"2025000470","2025000470","02","059.0000O","84.9990","32","111",14,14,21,7,21,6,0,"41564"
"2025000469","2025000469","01","072.4640 ","94.0213","16","31",5,11,4,1,10,0,0,"46570"
"2025000469","2025000469","02","074.0874 ","96.0199","66","70",13,31,12,4,10,0,0,"47110"
"2025000469","2025000469","03","084.9629A","109.7614","52","60",11,26,10,3,10,0,0,"55770"
"2025000469","2025000469","04","084.7345B","109.4115","38","50",9,20,8,3,10,0,0,"55030"
"2025000469","2025000469","05","084.9188C","109.9523","31","35",7,15,6,2,5,0,0,"55770"
"2025000469","2025000469","06","117.5352A","154.7707","1","0",0,0,0,0,0,0,0,"138430"
"2025000469","2025000469","07","117.9557B","155.4746","2","0",0,0,0,0,0,0,0,"138430"
"2025000469","2025000469","08","117.9547C","153.3034","3","0",0,0,0,0,0,0,0,"138430"
"2025000468","2025000468","01","084.9933A","111.7376","96","176",27,62,51,9,27,0,0,"42130"
"2025000468","2025000468","02","084.9226B","111.5358","24","51",8,18,15,2,8,0,0,"41840"
"2025000468","2025000468","03","084.9826C","112.5083","17","33",5,12,10,1,5,0,0,"42210"
"2025000468","2025000468","04","084.8918D","112.7413","7","18",3,6,5,1,3,0,0,"42300"
"2025000467","2025000467","01","084.9933A","113.0203","96","177",27,62,51,10,27,0,0,"41980"
"2025000467","2025000467","02","084.9226B","112.8174","15","33",5,12,10,1,5,0,0,"41910"
"2025000467","2025000467","03","084.8918D","114.0225","17","33",5,12,10,1,5,0,0,"42350"
"2025000466","2025000466","01","059.7861A","83.4907","52","66",12,27,11,4,12,0,0,"36400"
"2025000466","2025000466","02","059.9447B","84.6673","7","8",2,3,1,0,2,0,0,"37100"
"2025000466","2025000466","03","074.8409 ","99.2707","74","90",16,38,15,5,16,0,0,"44100"
"2025000466","2025000466","04","084.3782A","108.3001","125","160",29,66,26,9,30,0,0,"49100"
