주택관리번호,공고번호,모델번호,주택형,공급세대수,순위,거주코드,거주지역,접수건수,경쟁률
"2025000047","2025000047","01","084.9961A",286,1,"01","해당지역","182","(△104)"
"2025000047","2025000047","01","084.9961A",286,1,"02","기타지역","28","(△76)"
"2025000047","2025000047","01","084.9961A",286,2,"01","해당지역","66","(△10)"
"2025000047","2025000047","01","084.9961A",286,2,"02","기타지역","14","1.40"
"2025000047","2025000047","02","084.9745B",178,1,"01","해당지역","24","(△154)"
"2025000047","2025000047","02","084.9745B",178,1,"02","기타지역","6","(△148)"
"2025000047","2025000047","02","084.9745B",178,2,"01","해당지역","21","(△127)"
"2025000047","2025000047","02","084.9745B",178,2,"02","기타지역","2","(△125)"
"2025000047","2025000047","03","084.9211C",61,1,"01","해당지역","12","(△49)"
"2025000047","2025000047","03","084.9211C",61,1,"02","기타지역","3","(△46)"
"2025000047","2025000047","03","084.9211C",61,2,"01","해당지역","8","(△38)"
"2025000047","2025000047","03","084.9211C",61,2,"02","기타지역","2","(△36)"
"2025000047","2025000047","04","084.9991T",5,1,"01","해당지역","114","22.80"
"2025000047","2025000047","04","084.9991T",5,1,"02","기타지역","16",
"2025000047","2025000047","04","084.9991T",5,2,"01","해당지역","0",
"2025000047","2025000047","04","084.9991T",5,2,"02","기타지역","0",
"2025000043","2025000043","01","043.7207J",5,1,"01","해당지역","0","(△5)"
"2025000043","2025000043","01","043.7207J",5,1,"02","기타지역","15","3.00"
"2025000043","2025000043","01","043.7207J",5,2,"01","해당지역","3",
"2025000043","2025000043","01","043.7207J",5,2,"02","기타지역","10",
"2025000043","2025000043","02","043.7207K",5,1,"01","해당지역","1","(△4)"
"2025000043","2025000043","02","043.7207K",5,1,"02","기타지역","7","1.75"
"2025000043","2025000043","02","043.7207K",5,2,"01","해당지역","2",
"2025000043","2025000043","02","043.7207K",5,2,"02","기타지역","2",
"2025000043","2025000043","03","056.2836B",5,1,"01","해당지역","2","(△3)"
"2025000043","2025000043","03","056.2836B",5,1,"02","기타지역","5","1.67"
"2025000043","2025000043","03","056.2836B",5,2,"01","해당지역","1",
"2025000043","2025000043","03","056.2836B",5,2,"02","기타지역","1",
"2025000043","2025000043","04","056.4780C",5,1,"01","해당지역","2","(△3)"
"2025000043","2025000043","04","056.4780C",5,1,"02","기타지역","2","(△1)"
"2025000043","2025000043","04","056.4780C",5,2,"01","해당지역","0","(△1)"
"2025000043","2025000043","04","056.4780C",5,2,"02","기타지역","4","4.00"
"2025000043","2025000043","05","060.4254A",5,1,"01","해당지역","0","(△5)"
"2025000043","2025000043","05","060.4254A",5,1,"02","기타지역","2","(△3)"
"2025000043","2025000043","05","060.4254A",5,2,"01","해당지역","0","(△3)"
"2025000043","2025000043","05","060.4254A",5,2,"02","기타지역","2","(△1)"
"2025000043","2025000043","06","061.4353I",5,1,"01","해당지역","0","(△5)"
"2025000043","2025000043","06","061.4353I",5,1,"02","기타지역","2","(△3)"
"2025000043","2025000043","06","061.4353I",5,2,"01","해당지역","0","(△3)"
"2025000043","2025000043","06","061.4353I",5,2,"02","기타지역","1","(△2)"
"2025000043","2025000043","07","063.2969E",5,1,"01","해당지역","2","(△3)"
"2025000043","2025000043","07","063.2969E",5,1,"02","기타지역","2","(△1)"
"2025000043","2025000043","07","063.2969E",5,2,"01","해당지역","0","(△1)"
"2025000043","2025000043","07","063.2969E",5,2,"02","기타지역","0","(△1)"
"2025000043","2025000043","08","066.9924D",5,1,"01","해당지역","0","(△5)"
"2025000043","2025000043","08","066.9924D",5,1,"02","기타지역","3","(△2)"
"2025000043","2025000043","08","066.9924D",5,2,"01","해당지역","0","(△2)"
"2025000043","2025000043","08","066.9924D",5,2,"02","기타지역","0","(△2)"
"2025000043","2025000043","09","066.8153G",5,1,"01","해당지역","1","(△4)"
"2025000043","2025000043","09","066.8153G",5,1,"02","기타지역","1","(△3)"
"2025000043","2025000043","09","066.8153G",5,2,"01","해당지역","0","(△3)"
"2025000043","2025000043","09","066.8153G",5,2,"02","기타지역","1","(△2)"
"2025000043","2025000043","10","069.4330F",5,1,"01","해당지역","0","(△5)"
"2025000043","2025000043","10","069.4330F",5,1,"02","기타지역","0","(△5)"
"2025000043","2025000043","10","069.4330F",5,2,"01","해당지역","0","(△5)"
"2025000043","2025000043","10","069.4330F",5,2,"02","기타지역","1","(△4)"
"2025000043","2025000043","11","073.9377H",5,1,"01","해당지역","3","(△2)"
"2025000043","2025000043","11","073.9377H",5,1,"02","기타지역","4","2.00"
"2025000043","2025000043","11","073.9377H",5,2,"01","해당지역","1",
"2025000043","2025000043","11","073.9377H",5,2,"02","기타지역","12",
"2025000037","2025000037","01","084.8878A",78,1,"01","해당지역","60","(△18)"
"2025000037","2025000037","01","084.8878A",78,1,"02","기타지역","10","(△8)"
"2025000037","2025000037","01","084.8878A",78,2,"01","해당지역","9","1.13"
"2025000037","2025000037","01","084.8878A",78,2,"02","기타지역","3",
"2025000037","2025000037","02","084.9381B",52,1,"01","해당지역","122","2.35"
"2025000037","2025000037","02","084.9381B",52,1,"02","기타지역","12",
"2025000037","2025000037","02","084.9381B",52,2,"01","해당지역","22",
"2025000037","2025000037","02","084.9381B",52,2,"02","기타지역","3",
"2025000037","2025000037","03","084.7812C",109,1,"01","해당지역","59","(△50)"
"2025000037","2025000037","03","084.7812C",109,1,"02","기타지역","7","(△43)"
"2025000037","2025000037","03","084.7812C",109,2,"01","해당지역","20","(△23)"
"2025000037","2025000037","03","084.7812C",109,2,"02","기타지역","2","(△21)"
"2025000037","2025000037","04","084.9832D",64,1,"01","해당지역","11","(△53)"
"2025000037","2025000037","04","084.9832D",64,1,"02","기타지역","0","(△53)"
"2025000037","2025000037","04","084.9832D",64,2,"01","해당지역","0","(△53)"
"2025000037","2025000037","04","084.9832D",64,2,"02","기타지역","1","(△52)"
"2025000036","2025000036","01","084.9752A",149,1,"01","해당지역","5389","36.17"
"2025000036","2025000036","01","084.9752A",149,1,"02","기타지역","581",
"2025000036","2025000036","01","084.9752A",149,2,"01","해당지역","0",
"2025000036","2025000036","01","084.9752A",149,2,"02","기타지역","0",
"2025000036","2025000036","02","084.9748B",211,1,"01","해당지역","419","1.99"
"2025000036","2025000036","02","084.9748B",211,1,"02","기타지역","100",
"2025000036","2025000036","02","084.9748B",211,2,"01","해당지역","216",
"2025000036","2025000036","02","084.9748B",211,2,"02","기타지역","57",
"2025000036","2025000036","03","084.9933C",100,1,"01","해당지역","1687","16.87"
"2025000036","2025000036","03","084.9933C",100,1,"02","기타지역","197",
"2025000036","2025000036","03","084.9933C",100,2,"01","해당지역","0",
"2025000036","2025000036","03","084.9933C",100,2,"02","기타지역","0",
"2025000036","2025000036","04","084.9893D",146,1,"01","해당지역","506","3.47"
"2025000036","2025000036","04","084.9893D",146,1,"02","기타지역","108",
"2025000036","2025000036","04","084.9893D",146,2,"01","해당지역","266",
"2025000036","2025000036","04","084.9893D",146,2,"02","기타지역","64",
"2025000036","2025000036","05","105.8363 ",136,1,"01","해당지역","7793","57.30"
"2025000036","2025000036","05","105.8363 ",136,1,"02","기타지역","539",
"2025000036","2025000036","05","105.8363 ",136,2,"01","해당지역","0",
"2025000036","2025000036","05","105.8363 ",136,2,"02","기타지역","0",
"2025000036","2025000036","06","113.9352 ",151,1,"01","해당지역","715","4.74"
"2025000036","2025000036","06","113.9352 ",151,1,"02","기타지역","85",
"2025000036","2025000036","06","113.9352 ",151,2,"01","해당지역","226",
"2025000036","2025000036","06","113.9352 ",151,2,"02","기타지역","67",
"2025000036","2025000036","07","125.8896 ",238,1,"01","해당지역","1499","6.30"
"2025000036","2025000036","07","125.8896 ",238,1,"02","기타지역","204",
"2025000036","2025000036","07","125.8896 ",238,2,"01","해당지역","0",
"2025000036","2025000036","07","125.8896 ",238,2,"02","기타지역","0",
"2025000036","2025000036","08","175.4124 ",2,1,"01","해당지역","16","8.00"
"2025000036","2025000036","08","175.4124 ",2,1,"02","기타지역","4",
"2025000036","2025000036","08","175.4124 ",2,2,"01","해당지역","0",
"2025000036","2025000036","08","175.4124 ",2,2,"02","기타지역","0",
"2025000036","2025000036","09","191.0991 ",5,1,"01","해당지역","43","8.60"
"2025000036","2025000036","09","191.0991 ",5,1,"02","기타지역","13",
"2025000036","2025000036","09","191.0991 ",5,2,"01","해당지역","0",
"2025000036","2025000036","09","191.0991 ",5,2,"02","기타지역","0",
"2025000032","2025000032","01","059.9300 ",4,1,"01","해당지역","57","57.00"
"2025000032","2025000032","01","059.9300 ",4,1,"02","기타지역","51","78.00"
"2025000032","2025000032","01","059.9300 ",4,1,"03","기타경기","50","106.00"
"2025000032","2025000032","01","059.9300 ",4,2,"01","해당지역","0",
"2025000032","2025000032","01","059.9300 ",4,2,"02","기타지역","0",
"2025000032","2025000032","01","059.9300 ",4,2,"03","기타경기","0",
"2025000032","2025000032","02","084.9900A",7,1,"01","해당지역","37","18.50"
"2025000032","2025000032","02","084.9900A",7,1,"02","기타지역","51","34.75"
"2025000032","2025000032","02","084.9900A",7,1,"03","기타경기","54","89.00"
"2025000032","2025000032","02","084.9900A",7,2,"01","해당지역","0",
"2025000032","2025000032","02","084.9900A",7,2,"02","기타지역","0",
"2025000032","2025000032","02","084.9900A",7,2,"03","기타경기","0",
"2025000032","2025000032","03","084.9900B",4,1,"01","해당지역","16","16.00"
"2025000032","2025000032","03","084.9900B",4,1,"02","기타지역","23","27.00"
"2025000032","2025000032","03","084.9900B",4,1,"03","기타경기","17","32.00"
"2025000032","2025000032","03","084.9900B",4,2,"01","해당지역","0",
"2025000032","2025000032","03","084.9900B",4,2,"02","기타지역","0",
"2025000032","2025000032","03","084.9900B",4,2,"03","기타경기","0",
"2025000030","2025000030","01","059.9814A",5,1,"01","해당지역","1","(△4)"
"2025000030","2025000030","01","059.9814A",5,1,"02","기타지역","1","(△3)"
"2025000030","2025000030","01","059.9814A",5,2,"01","해당지역","0","(△3)"
"2025000030","2025000030","01","059.9814A",5,2,"02","기타지역","0","(△3)"
"2025000030","2025000030","02","059.9616B",3,1,"01","해당지역","2","(△1)"
"2025000030","2025000030","02","059.9616B",3,1,"02","기타지역","0","(△1)"
"2025000030","2025000030","02","059.9616B",3,2,"01","해당지역","0","(△1)"
"2025000030","2025000030","02","059.9616B",3,2,"02","기타지역","0","(△1)"
"2025000030","2025000030","03","059.9365C",1,1,"01","해당지역","0","(△1)"
"2025000030","2025000030","03","059.9365C",1,1,"02","기타지역","0","(△1)"
"2025000030","2025000030","03","059.9365C",1,2,"01","해당지역","0","(△1)"
"2025000030","2025000030","03","059.9365C",1,2,"02","기타지역","0","(△1)"
"2025000030","2025000030","04","084.9638 ",1,1,"01","해당지역","0","(△1)"
"2025000030","2025000030","04","084.9638 ",1,1,"02","기타지역","2","2.00"
"2025000030","2025000030","04","084.9638 ",1,2,"01","해당지역","0",
"2025000030","2025000030","04","084.9638 ",1,2,"02","기타지역","0",
"2025000029","2025000029","01","059.9814A",3,1,"01","해당지역","1","(△2)"
"2025000029","2025000029","01","059.9814A",3,1,"02","기타지역","1","(△1)"
"2025000029","2025000029","01","059.9814A",3,2,"01","해당지역","1","1.00"
"2025000029","2025000029","01","059.9814A",3,2,"02","기타지역","0",
"2025000029","2025000029","02","059.9616B",4,1,"01","해당지역","1","(△3)"
"2025000029","2025000029","02","059.9616B",4,1,"02","기타지역","0","(△3)"
"2025000029","2025000029","02","059.9616B",4,2,"01","해당지역","0","(△3)"
"2025000029","2025000029","02","059.9616B",4,2,"02","기타지역","1","(△2)"
"2025000029","2025000029","03","084.9638 ",3,1,"01","해당지역","4","1.33"
"2025000029","2025000029","03","084.9638 ",3,1,"02","기타지역","1",
"2025000029","2025000029","03","084.9638 ",3,2,"01","해당지역","0",
"2025000029","2025000029","03","084.9638 ",3,2,"02","기타지역","0",
"2025000028","2025000028","01","079.7740A",1,1,"01","해당지역","8","8.00"
"2025000028","2025000028","01","079.7740A",1,1,"02","기타지역","1",
"2025000028","2025000028","01","079.7740A",1,2,"01","해당지역","0",
"2025000028","2025000028","01","079.7740A",1,2,"02","기타지역","0",
"2025000028","2025000028","02","079.8927B",1,1,"01","해당지역","6","6.00"
"2025000028","2025000028","02","079.8927B",1,1,"02","기타지역","0",
"2025000028","2025000028","02","079.8927B",1,2,"01","해당지역","0",
"2025000028","2025000028","02","079.8927B",1,2,"02","기타지역","0",
"2025000028","2025000028","03","084.7113A",116,1,"01","해당지역","95","(△21)"
"2025000028","2025000028","03","084.7113A",116,1,"02","기타지역","26","1.24"
"2025000028","2025000028","03","084.7113A",116,2,"01","해당지역","29",
"2025000028","2025000028","03","084.7113A",116,2,"02","기타지역","16",
"2025000028","2025000028","04","084.9165B",17,1,"01","해당지역","5","(△12)"
"2025000028","2025000028","04","084.9165B",17,1,"02","기타지역","0","(△12)"
"2025000028","2025000028","04","084.9165B",17,2,"01","해당지역","20","1.67"
"2025000028","2025000028","04","084.9165B",17,2,"02","기타지역","2",
"2025000028","2025000028","05","084.9463C",14,1,"01","해당지역","16","1.14"
"2025000028","2025000028","05","084.9463C",14,1,"02","기타지역","3",
"2025000028","2025000028","05","084.9463C",14,2,"01","해당지역","3",
"2025000028","2025000028","05","084.9463C",14,2,"02","기타지역","0",
"2025000028","2025000028","06","107.8806A",17,1,"01","해당지역","0","(△17)"
"2025000028","2025000028","06","107.8806A",17,1,"02","기타지역","3","(△14)"
"2025000028","2025000028","06","107.8806A",17,2,"01","해당지역","0","(△14)"
"2025000028","2025000028","06","107.8806A",17,2,"02","기타지역","1","(△13)"
"2025000028","2025000028","07","107.6682B",20,1,"01","해당지역","5","(△15)"
"2025000028","2025000028","07","107.6682B",20,1,"02","기타지역","0","(△15)"
"2025000028","2025000028","07","107.6682B",20,2,"01","해당지역","2","(△13)"
"2025000028","2025000028","07","107.6682B",20,2,"02","기타지역","0","(△13)"
"2025000028","2025000028","08","125.7263A",38,1,"01","해당지역","3","(△35)"
"2025000028","2025000028","08","125.7263A",38,1,"02","기타지역","0","(△35)"
"2025000028","2025000028","08","125.7263A",38,2,"01","해당지역","0","(△35)"
"2025000028","2025000028","08","125.7263A",38,2,"02","기타지역","0","(△35)"
"2025000028","2025000028","09","125.9086B",18,1,"01","해당지역","0","(△18)"
"2025000028","2025000028","09","125.9086B",18,1,"02","기타지역","0","(△18)"
"2025000028","2025000028","09","125.9086B",18,2,"01","해당지역","2","(△16)"
"2025000028","2025000028","09","125.9086B",18,2,"02","기타지역","0","(△16)"
"2025000028","2025000028","10","125.7459C",18,1,"01","해당지역","2","(△16)"
"2025000028","2025000028","10","125.7459C",18,1,"02","기타지역","0","(△16)"
"2025000028","2025000028","10","125.7459C",18,2,"01","해당지역","0","(△16)"
"2025000028","2025000028","10","125.7459C",18,2,"02","기타지역","0","(△16)"
"2025000028","2025000028","11","125.8938D",20,1,"01","해당지역","3","(△17)"
"2025000028","2025000028","11","125.8938D",20,1,"02","기타지역","0","(△17)"
"2025000028","2025000028","11","125.8938D",20,2,"01","해당지역","2","(△15)"
"2025000028","2025000028","11","125.8938D",20,2,"02","기타지역","0","(△15)"
"2025000028","2025000028","12","125.4919E",20,1,"01","해당지역","0","(△20)"
"2025000028","2025000028","12","125.4919E",20,1,"02","기타지역","0","(△20)"
"2025000028","2025000028","12","125.4919E",20,2,"01","해당지역","0","(△20)"
"2025000028","2025000028","12","125.4919E",20,2,"02","기타지역","0","(△20)"
"2025000027","2025000027","01","059.9866 ",34,1,"01","해당지역","33","(△1)"
"2025000027","2025000027","01","059.9866 ",34,1,"02","기타지역","5","5.00"
"2025000027","2025000027","01","059.9866 ",34,2,"01","해당지역","8",
"2025000027","2025000027","01","059.9866 ",34,2,"02","기타지역","0",
"2025000027","2025000027","02","074.9934 ",17,1,"01","해당지역","5","(△12)"
"2025000027","2025000027","02","074.9934 ",17,1,"02","기타지역","0","(△12)"
"2025000027","2025000027","02","074.9934 ",17,2,"01","해당지역","2","(△10)"
"2025000027","2025000027","02","074.9934 ",17,2,"02","기타지역","0","(△10)"
"2025000027","2025000027","03","084.9986 ",27,1,"01","해당지역","14","(△13)"
"2025000027","2025000027","03","084.9986 ",27,1,"02","기타지역","3","(△10)"
"2025000027","2025000027","03","084.9986 ",27,2,"01","해당지역","2","(△8)"
"2025000027","2025000027","03","084.9986 ",27,2,"02","기타지역","1","(△7)"
"2025000025","2025000025","01","084.8566A",27,1,"01","해당지역","17","(△10)"
"2025000025","2025000025","01","084.8566A",27,1,"02","기타지역","1","(△9)"
"2025000025","2025000025","01","084.8566A",27,2,"01","해당지역","42","4.67"
"2025000025","2025000025","01","084.8566A",27,2,"02","기타지역","4",
"2025000025","2025000025","02","084.9777B",18,1,"01","해당지역","3","(△15)"
"2025000025","2025000025","02","084.9777B",18,1,"02","기타지역","2","(△13)"
"2025000025","2025000025","02","084.9777B",18,2,"01","해당지역","3","(△10)"
"2025000025","2025000025","02","084.9777B",18,2,"02","기타지역","1","(△9)"
"2025000025","2025000025","03","084.9703C",14,1,"01","해당지역","2","(△12)"
"2025000025","2025000025","03","084.9703C",14,1,"02","기타지역","0","(△12)"
"2025000025","2025000025","03","084.9703C",14,2,"01","해당지역","2","(△10)"
"2025000025","2025000025","03","084.9703C",14,2,"02","기타지역","0","(△10)"
"2025000025","2025000025","04","084.9805D",7,1,"01","해당지역","3","(△4)"
"2025000025","2025000025","04","084.9805D",7,1,"02","기타지역","1","(△3)"
"2025000025","2025000025","04","084.9805D",7,2,"01","해당지역","3","1.00"
"2025000025","2025000025","04","084.9805D",7,2,"02","기타지역","0",
"2025000025","2025000025","05","115.9641 ",8,1,"01","해당지역","0","(△8)"
"2025000025","2025000025","05","115.9641 ",8,1,"02","기타지역","0","(△8)"
"2025000025","2025000025","05","115.9641 ",8,2,"01","해당지역","0","(△8)"
"2025000025","2025000025","05","115.9641 ",8,2,"02","기타지역","0","(△8)"
"2025000025","2025000025","06","126.7672 ",32,1,"01","해당지역","0","(△32)"
"2025000025","2025000025","06","126.7672 ",32,1,"02","기타지역","1","(△31)"
"2025000025","2025000025","06","126.7672 ",32,2,"01","해당지역","1","(△30)"
"2025000025","2025000025","06","126.7672 ",32,2,"02","기타지역","1","(△29)"
"2025000020","2025000020","01","059.9393A",5,1,"01","해당지역","13","2.60"
"2025000020","2025000020","01","059.9393A",5,1,"02","기타지역","11",
"2025000020","2025000020","01","059.9393A",5,2,"01","해당지역","8",
"2025000020","2025000020","01","059.9393A",5,2,"02","기타지역","6",
"2025000020","2025000020","02","074.9227A",4,1,"01","해당지역","8","2.00"
"2025000020","2025000020","02","074.9227A",4,1,"02","기타지역","8",
"2025000020","2025000020","02","074.9227A",4,2,"01","해당지역","3",
"2025000020","2025000020","02","074.9227A",4,2,"02","기타지역","6",
"2025000020","2025000020","03","074.9774B",3,1,"01","해당지역","2","(△1)"
"2025000020","2025000020","03","074.9774B",3,1,"02","기타지역","2","2.00"
"2025000020","2025000020","03","074.9774B",3,2,"01","해당지역","1",
"2025000020","2025000020","03","074.9774B",3,2,"02","기타지역","1",
"2025000020","2025000020","04","084.9646 ",6,1,"01","해당지역","7","1.17"
"2025000020","2025000020","04","084.9646 ",6,1,"02","기타지역","8",
"2025000020","2025000020","04","084.9646 ",6,2,"01","해당지역","5",
"2025000020","2025000020","04","084.9646 ",6,2,"02","기타지역","8",
"2025000017","2025000017","01","059.9570A",8,1,"01","해당지역","14","1.75"
"2025000017","2025000017","01","059.9570A",8,1,"02","기타지역","5",
"2025000017","2025000017","01","059.9570A",8,2,"01","해당지역","15",
"2025000017","2025000017","01","059.9570A",8,2,"02","기타지역","4",
"2025000017","2025000017","02","059.9859B",1,1,"01","해당지역","5","5.00"
"2025000017","2025000017","02","059.9859B",1,1,"02","기타지역","1",
"2025000017","2025000017","02","059.9859B",1,2,"01","해당지역","0",
"2025000017","2025000017","02","059.9859B",1,2,"02","기타지역","0",
"2025000017","2025000017","03","078.3408 ",29,1,"01","해당지역","8","(△21)"
"2025000017","2025000017","03","078.3408 ",29,1,"02","기타지역","2","(△19)"
"2025000017","2025000017","03","078.3408 ",29,2,"01","해당지역","8","(△11)"
"2025000017","2025000017","03","078.3408 ",29,2,"02","기타지역","1","(△10)"
"2025000015","2025000015","01","060.4624 ",135,1,"01","해당지역","31","(△104)"
"2025000015","2025000015","01","060.4624 ",135,1,"02","기타지역","5","(△99)"
"2025000015","2025000015","01","060.4624 ",135,2,"01","해당지역","8","(△91)"
"2025000015","2025000015","01","060.4624 ",135,2,"02","기타지역","3","(△88)"
"2025000015","2025000015","02","084.3616 ",41,1,"01","해당지역","41","1.00"
"2025000015","2025000015","02","084.3616 ",41,1,"02","기타지역","12",
"2025000015","2025000015","02","084.3616 ",41,2,"01","해당지역","5",
"2025000015","2025000015","02","084.3616 ",41,2,"02","기타지역","3",
"2025000014","2025000014","01","059.9605 ",39,1,"01","해당지역","9","(△3)"
"2025000014","2025000014","01","059.9605 ",39,1,"02","기타지역","13","1.21"
"2025000014","2025000014","01","059.9605 ",39,1,"03","기타경기","21","1.91"
"2025000014","2025000014","01","059.9605 ",39,2,"01","해당지역","3",
"2025000014","2025000014","01","059.9605 ",39,2,"02","기타지역","8",
"2025000014","2025000014","01","059.9605 ",39,2,"03","기타경기","11",
"2025000005","2025000005","01","067.9516 ",21,1,"01","해당지역","9","(△12)"
"2025000005","2025000005","01","067.9516 ",21,1,"02","기타지역","1","(△11)"
"2025000005","2025000005","01","067.9516 ",21,2,"01","해당지역","7","(△4)"
"2025000005","2025000005","01","067.9516 ",21,2,"02","기타지역","0","(△4)"
"2025000005","2025000005","02","073.9840 ",40,1,"01","해당지역","0","(△40)"
"2025000005","2025000005","02","073.9840 ",40,1,"02","기타지역","0","(△40)"
"2025000005","2025000005","02","073.9840 ",40,2,"01","해당지역","2","(△38)"
"2025000005","2025000005","02","073.9840 ",40,2,"02","기타지역","1","(△37)"
"2025000005","2025000005","03","075.7258 ",20,1,"01","해당지역","3","(△17)"
"2025000005","2025000005","03","075.7258 ",20,1,"02","기타지역","1","(△16)"
"2025000005","2025000005","03","075.7258 ",20,2,"01","해당지역","3","(△13)"
"2025000005","2025000005","03","075.7258 ",20,2,"02","기타지역","0","(△13)"
"2025000005","2025000005","04","080.9023 ",21,1,"01","해당지역","1","(△20)"
"2025000005","2025000005","04","080.9023 ",21,1,"02","기타지역","0","(△20)"
"2025000005","2025000005","04","080.9023 ",21,2,"01","해당지역","3","(△17)"
"2025000005","2025000005","04","080.9023 ",21,2,"02","기타지역","0","(△17)"
"2025000005","2025000005","05","084.9116A",16,1,"01","해당지역","6","(△10)"
"2025000005","2025000005","05","084.9116A",16,1,"02","기타지역","3","(△7)"
"2025000005","2025000005","05","084.9116A",16,2,"01","해당지역","3","(△4)"
"2025000005","2025000005","05","084.9116A",16,2,"02","기타지역","2","(△2)"
"2025000005","2025000005","06","084.9571B",19,1,"01","해당지역","0","(△19)"
"2025000005","2025000005","06","084.9571B",19,1,"02","기타지역","2","(△17)"
"2025000005","2025000005","06","084.9571B",19,2,"01","해당지역","1","(△16)"
"2025000005","2025000005","06","084.9571B",19,2,"02","기타지역","0","(△16)"
"2025000005","2025000005","07","084.6129C",20,1,"01","해당지역","2","(△18)"
"2025000005","2025000005","07","084.6129C",20,1,"02","기타지역","0","(△18)"
"2025000005","2025000005","07","084.6129C",20,2,"01","해당지역","1","(△17)"
"2025000005","2025000005","07","084.6129C",20,2,"02","기타지역","0","(△17)"
"2025000004","2025000004","01","059.9973A",155,1,"01","해당지역","1","(△154)"
"2025000004","2025000004","01","059.9973A",155,1,"02","기타지역","4","(△150)"
"2025000004","2025000004","01","059.9973A",155,2,"01","해당지역","2","(△148)"
"2025000004","2025000004","01","059.9973A",155,2,"02","기타지역","6","(△142)"
"2025000004","2025000004","02","059.9957B",22,1,"01","해당지역","0","(△22)"
"2025000004","2025000004","02","059.9957B",22,1,"02","기타지역","0","(△22)"
"2025000004","2025000004","02","059.9957B",22,2,"01","해당지역","0","(△22)"
"2025000004","2025000004","02","059.9957B",22,2,"02","기타지역","0","(△22)"
"2025000004","2025000004","03","075.9281A",64,1,"01","해당지역","0","(△64)"
"2025000004","2025000004","03","075.9281A",64,1,"02","기타지역","2","(△62)"
"2025000004","2025000004","03","075.9281A",64,2,"01","해당지역","0","(△62)"
"2025000004","2025000004","03","075.9281A",64,2,"02","기타지역","1","(△61)"
"2025000004","2025000004","04","084.6964A",29,1,"01","해당지역","0","(△29)"
"2025000004","2025000004","04","084.6964A",29,1,"02","기타지역","1","(△28)"
"2025000004","2025000004","04","084.6964A",29,2,"01","해당지역","1","(△27)"
"2025000004","2025000004","04","084.6964A",29,2,"02","기타지역","5","(△22)"
"2025000004","2025000004","05","084.9963B",9,1,"01","해당지역","0","(△9)"
"2025000004","2025000004","05","084.9963B",9,1,"02","기타지역","2","(△7)"
"2025000004","2025000004","05","084.9963B",9,2,"01","해당지역","0","(△7)"
"2025000004","2025000004","05","084.9963B",9,2,"02","기타지역","1","(△6)"
"2025000001","2025000001","01","059.9800A",35,1,"01","해당지역","10680","305.14"
"2025000001","2025000001","01","059.9800A",35,1,"02","기타지역","0",
"2025000001","2025000001","01","059.9800A",35,2,"01","해당지역","0",
"2025000001","2025000001","01","059.9800A",35,2,"02","기타지역","0",
"2025000001","2025000001","02","059.9500B",30,1,"01","해당지역","9223","307.43"
"2025000001","2025000001","02","059.9500B",30,1,"02","기타지역","0",
"2025000001","2025000001","02","059.9500B",30,2,"01","해당지역","0",
"2025000001","2025000001","02","059.9500B",30,2,"02","기타지역","0",
"2025000001","2025000001","03","059.7800C",14,1,"01","해당지역","2410","172.14"
"2025000001","2025000001","03","059.7800C",14,1,"02","기타지역","0",
"2025000001","2025000001","03","059.7800C",14,2,"01","해당지역","0",
"2025000001","2025000001","03","059.7800C",14,2,"02","기타지역","0",
"2025000001","2025000001","04","084.7300A",8,1,"01","해당지역","849","106.13"
"2025000001","2025000001","04","084.7300A",8,1,"02","기타지역","0",
"2025000001","2025000001","04","084.7300A",8,2,"01","해당지역","0",
"2025000001","2025000001","04","084.7300A",8,2,"02","기타지역","0",
"2025000001","2025000001","05","084.6800B",82,1,"01","해당지역","11011","134.28"
"2025000001","2025000001","05","084.6800B",82,1,"02","기타지역","0",
"2025000001","2025000001","05","084.6800B",82,2,"01","해당지역","0",
"2025000001","2025000001","05","084.6800B",82,2,"02","기타지역","0",
"2025000001","2025000001","06","084.9200C",8,1,"01","해당지역","732","91.50"
"2025000001","2025000001","06","084.9200C",8,1,"02","기타지역","0",
"2025000001","2025000001","06","084.9200C",8,2,"01","해당지역","0",
"2025000001","2025000001","06","084.9200C",8,2,"02","기타지역","0",
"2025000001","2025000001","07","084.9700D",18,1,"01","해당지역","1385","76.94"
"2025000001","2025000001","07","084.9700D",18,1,"02","기타지역","0",
"2025000001","2025000001","07","084.9700D",18,2,"01","해당지역","0",
"2025000001","2025000001","07","084.9700D",18,2,"02","기타지역","0",
"2025000001","2025000001","08","084.9200E",19,1,"01","해당지역","1740","91.58"
"2025000001","2025000001","08","084.9200E",19,1,"02","기타지역","0",
"2025000001","2025000001","08","084.9200E",19,2,"01","해당지역","0",
"2025000001","2025000001","08","084.9200E",19,2,"02","기타지역","0",
"2025000001","2025000001","09","106.9700A",8,1,"01","해당지역","282","35.25"
"2025000001","2025000001","09","106.9700A",8,1,"02","기타지역","0",
"2025000001","2025000001","09","106.9700A",8,2,"01","해당지역","0",
"2025000001","2025000001","09","106.9700A",8,2,"02","기타지역","0",
"2025000001","2025000001","10","106.8100B",42,1,"01","해당지역","2093","49.83"
"2025000001","2025000001","10","106.8100B",42,1,"02","기타지역","0",
"2025000001","2025000001","10","106.8100B",42,2,"01","해당지역","0",
"2025000001","2025000001","10","106.8100B",42,2,"02","기타지역","0",
